Busco id	Status	Sequence	Gene Start	Gene End	Strand	Score	Length	OrthoDB url	Description
9987at7147	Complete	CM034718.1:6211448-6208267	6211448	6208267	-	1395.0	750	https://www.orthodb.org/v10?query=9987at7147	DNA topoisomerase
10003at7147	Complete	CM034720.1:24313262-24310731	24313262	24310731	-	869.5	584	https://www.orthodb.org/v10?query=10003at7147	N-alpha-acetyltransferase, 35 NatC auxiliary subunit
10012at7147	Complete	CM034719.1:19295463-19298573	19295463	19298573	+	754.1	427	https://www.orthodb.org/v10?query=10012at7147	brain tumor protein
10021at7147	Complete	CM034720.1:21523105-21526665	21523105	21526665	+	932.9	691	https://www.orthodb.org/v10?query=10021at7147	protein PTHB1
10022at7147	Complete	CM034722.1:32991089-33002192	32991089	33002192	+	1023.6	786	https://www.orthodb.org/v10?query=10022at7147	FERM domain
10036at7147	Complete	CM034718.1:18032386-18037171	18032386	18037171	+	835.1	451	https://www.orthodb.org/v10?query=10036at7147	Lipase
10087at7147	Complete	CM034719.1:3069631-3067177	3069631	3067177	-	1157.3	606	https://www.orthodb.org/v10?query=10087at7147	SNF2-related, N-terminal domain
10103at7147	Complete	CM034720.1:22779503-22775729	22779503	22775729	-	1593.4	1018	https://www.orthodb.org/v10?query=10103at7147	WD40-repeat-containing domain
10126at7147	Complete	CM034718.1:18145169-18148850	18145169	18148850	+	410.2	312	https://www.orthodb.org/v10?query=10126at7147	Immunoglobulin-like domain
10146at7147	Complete	CM034722.1:16159009-16156004	16159009	16156004	-	858.8	611	https://www.orthodb.org/v10?query=10146at7147	exosome component 10
10162at7147	Complete	CM034722.1:9713079-9710884	9713079	9710884	-	625.5	402	https://www.orthodb.org/v10?query=10162at7147	PPM-type phosphatase domain
10172at7147	Complete	CM034719.1:4438936-4444328	4438936	4444328	+	1611.0	981	https://www.orthodb.org/v10?query=10172at7147	P-type ATPase, cytoplasmic domain N
10174at7147	Complete	CM034719.1:13515925-13522011	13515925	13522011	+	957.0	1111	https://www.orthodb.org/v10?query=10174at7147	general transcription factor 3C polypeptide 1
10192at7147	Complete	CM034722.1:26569165-26565844	26569165	26565844	-	451.9	284	https://www.orthodb.org/v10?query=10192at7147	Type I inositol-1,4,5-trisphosphate 5-phosphatase
10205at7147	Complete	CM034721.1:15819007-15826451	15819007	15826451	+	1393.8	949	https://www.orthodb.org/v10?query=10205at7147	Microtubule-associated serine/threonine-protein kinase, domain
10213at7147	Complete	CM034720.1:24715615-24718480	24715615	24718480	+	687.7	686	https://www.orthodb.org/v10?query=10213at7147	zinc finger protein 598
10216at7147	Complete	CM034719.1:19662678-19666621	19662678	19666621	+	1280.6	761	https://www.orthodb.org/v10?query=10216at7147	DNA topoisomerase
10234at7147	Complete	CM034720.1:14562191-14565073	14562191	14565073	+	1026.1	619	https://www.orthodb.org/v10?query=10234at7147	Six-hairpin glycosidase-like superfamily
10241at7147	Complete	CM034718.1:6219216-6222199	6219216	6222199	+	609.7	531	https://www.orthodb.org/v10?query=10241at7147	Zinc finger, PHD-type
10251at7147	Complete	CM034721.1:15041144-15034812	15041144	15034812	-	1512.4	1066	https://www.orthodb.org/v10?query=10251at7147	Tyrosine-protein phosphatase non-receptor type 23
10272at7147	Complete	CM034720.1:20440925-20436302	20440925	20436302	-	955.1	670	https://www.orthodb.org/v10?query=10272at7147	Dihydropyridine-sensitive l-type calcium channel
10316at7147	Complete	CM034721.1:9928124-9913842	9928124	9913842	-	1195.2	658	https://www.orthodb.org/v10?query=10316at7147	Ras GTPase-activating domain
10350at7147	Complete	CM034718.1:6695704-6687846	6695704	6687846	-	964.0	777	https://www.orthodb.org/v10?query=10350at7147	Ras guanine nucleotide exchange factor domain superfamily
10352at7147	Complete	CM034721.1:8280991-8275960	8280991	8275960	-	1677.2	975	https://www.orthodb.org/v10?query=10352at7147	ATP-dependent DNA helicase Q4
10371at7147	Complete	CM034720.1:13386240-13389362	13386240	13389362	+	1205.4	605	https://www.orthodb.org/v10?query=10371at7147	1,4-alpha-glucan-branching enzyme
10378at7147	Complete	CM034720.1:17881994-17885177	17881994	17885177	+	780.8	565	https://www.orthodb.org/v10?query=10378at7147	Uncharacterized protein, isoform A
10392at7147	Complete	CM034722.1:16636284-16662896	16636284	16662896	+	502.1	250	https://www.orthodb.org/v10?query=10392at7147	SH3 domain
10420at7147	Complete	CM034721.1:17027520-17030120	17027520	17030120	+	813.2	638	https://www.orthodb.org/v10?query=10420at7147	neurotactin
10426at7147	Complete	CM034719.1:19658339-19661821	19658339	19661821	+	653.1	549	https://www.orthodb.org/v10?query=10426at7147	Zinc finger, CCCH-type
10433at7147	Complete	CM034722.1:6294312-6299389	6294312	6299389	+	985.4	734	https://www.orthodb.org/v10?query=10433at7147	Alkaline phosphatase
10441at7147	Complete	CM034720.1:16494077-16496611	16494077	16496611	+	1015.0	600	https://www.orthodb.org/v10?query=10441at7147	Autophagy-related protein 9
10481at7147	Complete	CM034718.1:6750132-6753197	6750132	6753197	+	581.2	586	https://www.orthodb.org/v10?query=10481at7147	TATA element modulatory factor
10506at7147	Complete	CM034720.1:5498466-5512690	5498466	5512690	+	1934.0	905	https://www.orthodb.org/v10?query=10506at7147	UDP-N-acetylglucosamine--peptide N-acetylglucosaminyltransferase 110 kDa subunit
10512at7147	Complete	CM034721.1:20574237-20577074	20574237	20577074	+	1187.1	645	https://www.orthodb.org/v10?query=10512at7147	possible lysine-specific histone demethylase 1
10520at7147	Complete	CM034722.1:5475839-5478976	5475839	5478976	+	1079.5	647	https://www.orthodb.org/v10?query=10520at7147	Replication factor C subunit 1
10531at7147	Complete	CM034721.1:11424271-11416863	11424271	11416863	-	939.3	598	https://www.orthodb.org/v10?query=10531at7147	procollagen-lysine,2-oxoglutarate 5-dioxygenase 1
10536at7147	Complete	CM034719.1:19097396-19100276	19097396	19100276	+	656.1	668	https://www.orthodb.org/v10?query=10536at7147	RNA polymerase II assembly factor Rtp1, C-terminal
10625at7147	Complete	CM034719.1:18563963-18559129	18563963	18559129	-	1770.4	1143	https://www.orthodb.org/v10?query=10625at7147	leucine-rich PPR motif-containing protein, mitochondrial
10627at7147	Complete	CM034718.1:8219657-8217195	8219657	8217195	-	1193.1	609	https://www.orthodb.org/v10?query=10627at7147	NADH:ubiquinone oxidoreductase, subunit G
10672at7147	Complete	CM034720.1:4602062-4611831	4602062	4611831	+	869.6	446	https://www.orthodb.org/v10?query=10672at7147	catenin delta-2
10687at7147	Complete	CM034722.1:15637740-15635206	15637740	15635206	-	884.5	632	https://www.orthodb.org/v10?query=10687at7147	dynein assembly factor 5, axonemal
10726at7147	Complete	CM034720.1:17776315-17770359	17776315	17770359	-	1359.4	1150	https://www.orthodb.org/v10?query=10726at7147	Dicer dimerisation domain
10759at7147	Complete	CM034721.1:377632-381530	377632	381530	+	1256.6	711	https://www.orthodb.org/v10?query=10759at7147	Tyrosine-protein phosphatase
10764at7147	Complete	CM034719.1:1240033-1235525	1240033	1235525	-	1596.7	959	https://www.orthodb.org/v10?query=10764at7147	DNA-directed RNA polymerase
10777at7147	Complete	CM034721.1:16353719-16359316	16353719	16359316	+	876.3	833	https://www.orthodb.org/v10?query=10777at7147	transcription initiation factor TFIID subunit 4 isoform X1
10797at7147	Complete	CM034721.1:11779397-11776392	11779397	11776392	-	1045.2	608	https://www.orthodb.org/v10?query=10797at7147	protein O-mannosyltransferase 1
10808at7147	Complete	CM034721.1:20738412-20734838	20738412	20734838	-	1299.6	769	https://www.orthodb.org/v10?query=10808at7147	insulin-degrading enzyme
10812at7147	Complete	CM034719.1:2662437-2658916	2662437	2658916	-	1221.8	594	https://www.orthodb.org/v10?query=10812at7147	Dynamin
10826at7147	Complete	CM034721.1:15351997-15354033	15351997	15354033	+	1148.7	583	https://www.orthodb.org/v10?query=10826at7147	glycine--tRNA ligase
10839at7147	Complete	CM034721.1:7630641-7635743	7630641	7635743	+	823.1	655	https://www.orthodb.org/v10?query=10839at7147	Ubiquitin domain
10848at7147	Complete	CM034722.1:19955629-19953525	19955629	19953525	-	1083.6	529	https://www.orthodb.org/v10?query=10848at7147	cleavage and polyadenylation specificity factor 73
10855at7147	Complete	CM034722.1:10720224-10717459	10720224	10717459	-	948.9	500	https://www.orthodb.org/v10?query=10855at7147	Zinc finger, RanBP2-type
10872at7147	Complete	CM034722.1:26456344-26458590	26456344	26458590	+	842.8	565	https://www.orthodb.org/v10?query=10872at7147	oligopeptidase A
10879at7147	Complete	CM034721.1:21444483-21421112	21444483	21421112	-	582.4	526	https://www.orthodb.org/v10?query=10879at7147	uncharacterized protein LOC105220860
10888at7147	Complete	CM034721.1:9796689-9799748	9796689	9799748	+	1233.7	762	https://www.orthodb.org/v10?query=10888at7147	integrator complex subunit 7
10891at7147	Complete	CM034720.1:7988503-7995562	7988503	7995562	+	1234.7	662	https://www.orthodb.org/v10?query=10891at7147	DNA polymerase
10893at7147	Complete	CM034718.1:19860777-19867318	19860777	19867318	+	1148.8	598	https://www.orthodb.org/v10?query=10893at7147	Cationic amino acid transporter
10900at7147	Complete	CM034720.1:19351949-19359162	19351949	19359162	+	797.9	532	https://www.orthodb.org/v10?query=10900at7147	C2 domain
10927at7147	Complete	CM034720.1:10309200-10320551	10309200	10320551	+	615.8	479	https://www.orthodb.org/v10?query=10927at7147	Transcription factor CP2B, putative
10937at7147	Complete	CM034719.1:4870410-4866691	4870410	4866691	-	1506.7	765	https://www.orthodb.org/v10?query=10937at7147	Ionotropic glutamate receptor
10963at7147	Complete	CM034722.1:29222812-29249173	29222812	29249173	+	1334.3	802	https://www.orthodb.org/v10?query=10963at7147	WD40-repeat-containing domain
10970at7147	Complete	CM034718.1:11887244-11883415	11887244	11883415	-	554.2	426	https://www.orthodb.org/v10?query=10970at7147	uncharacterized protein LOC108145591
10997at7147	Complete	CM034720.1:8280349-8282665	8280349	8282665	+	1078.3	590	https://www.orthodb.org/v10?query=10997at7147	CSC1-like protein 2
11012at7147	Complete	CM034718.1:8695684-8692340	8695684	8692340	-	1624.5	864	https://www.orthodb.org/v10?query=11012at7147	RNA cytidine acetyltransferase
11041at7147	Complete	CM034719.1:13665330-13753632	13665330	13753632	+	1012.4	494	https://www.orthodb.org/v10?query=11041at7147	Disintegrin domain
11078at7147	Fragmented	CM034721.1:2381373-2378350	2381373	2378350	-	912.6	538	https://www.orthodb.org/v10?query=11078at7147	Zinc finger, RING-CH-type
11083at7147	Complete	CM034720.1:23725121-23728346	23725121	23728346	+	1358.9	718	https://www.orthodb.org/v10?query=11083at7147	Phosphatidylinositol 3-kinase catalytic subunit type 3
11105at7147	Complete	CM034721.1:13045444-13026378	13045444	13026378	-	822.2	525	https://www.orthodb.org/v10?query=11105at7147	serine/threonine-protein kinase unc-51
11125at7147	Complete	CM034718.1:1009015-1006758	1009015	1006758	-	540.4	364	https://www.orthodb.org/v10?query=11125at7147	RUN domain
11165at7147	Complete	CM034722.1:14368346-14365844	14368346	14365844	-	677.0	459	https://www.orthodb.org/v10?query=11165at7147	Rab-GTPase-TBC domain
11179at7147	Complete	CM034722.1:28747016-28749894	28747016	28749894	+	825.5	722	https://www.orthodb.org/v10?query=11179at7147	cilia- and flagella-associated protein 58
11183at7147	Complete	CM034722.1:28971029-28982633	28971029	28982633	+	810.9	523	https://www.orthodb.org/v10?query=11183at7147	Ankyrin repeat-containing domain
11193at7147	Complete	CM034721.1:16351116-16348864	16351116	16348864	-	638.2	433	https://www.orthodb.org/v10?query=11193at7147	Zinc finger C2H2 superfamily
11268at7147	Complete	CM034722.1:6281566-6285637	6281566	6285637	+	899.3	554	https://www.orthodb.org/v10?query=11268at7147	WD40-repeat-containing domain
11310at7147	Complete	CM034718.1:4457360-4453702	4457360	4453702	-	1325.4	757	https://www.orthodb.org/v10?query=11310at7147	AP-3 complex subunit beta
11311at7147	Complete	CM034718.1:1913987-1917412	1913987	1917412	+	725.0	715	https://www.orthodb.org/v10?query=11311at7147	protein MMS22-like
11362at7147	Complete	CM034719.1:20857681-20861215	20857681	20861215	+	1425.0	790	https://www.orthodb.org/v10?query=11362at7147	importin subunit beta
11384at7147	Complete	CM034719.1:370945-368042	370945	368042	-	619.1	458	https://www.orthodb.org/v10?query=11384at7147	Palmitoyltransferase
11388at7147	Complete	CM034722.1:26651947-26655184	26651947	26655184	+	1247.0	772	https://www.orthodb.org/v10?query=11388at7147	nuclear export mediator factor NEMF homolog
11394at7147	Complete	CM034720.1:8050482-8026167	8050482	8026167	-	1293.0	706	https://www.orthodb.org/v10?query=11394at7147	Diacylglycerol kinase
11408at7147	Complete	CM034720.1:4264410-4257474	4264410	4257474	-	1409.0	829	https://www.orthodb.org/v10?query=11408at7147	Integrator complex subunit 3 homolog
11437at7147	Complete	CM034722.1:14536698-14532615	14536698	14532615	-	783.8	408	https://www.orthodb.org/v10?query=11437at7147	FERM domain
11476at7147	Complete	CM034718.1:6579994-6582444	6579994	6582444	+	1332.8	683	https://www.orthodb.org/v10?query=11476at7147	DNA helicase
11487at7147	Complete	CM034719.1:19543083-19540130	19543083	19540130	-	1091.2	592	https://www.orthodb.org/v10?query=11487at7147	Acyl-CoA oxidase
11495at7147	Complete	CM034720.1:21186641-21190162	21186641	21190162	+	1020.9	676	https://www.orthodb.org/v10?query=11495at7147	U2 snRNP-associated SURP motif-containing protein
11593at7147	Complete	CM034722.1:25843111-25839830	25843111	25839830	-	487.2	738	https://www.orthodb.org/v10?query=11593at7147	zinc finger CCCH domain-containing protein 14
11599at7147	Complete	CM034718.1:11290941-11286939	11290941	11286939	-	1308.6	709	https://www.orthodb.org/v10?query=11599at7147	kinesin-associated protein 3
11623at7147	Complete	CM034721.1:20730360-20732966	20730360	20732966	+	587.9	541	https://www.orthodb.org/v10?query=11623at7147	protein inturned
11673at7147	Complete	CM034722.1:7129367-7131535	7129367	7131535	+	1127.2	621	https://www.orthodb.org/v10?query=11673at7147	neurochondrin homolog
11681at7147	Complete	CM034720.1:12925384-12917225	12925384	12917225	-	955.2	516	https://www.orthodb.org/v10?query=11681at7147	Ankyrin repeat-containing domain
11713at7147	Complete	CM034720.1:22471616-22474543	22471616	22474543	+	684.3	597	https://www.orthodb.org/v10?query=11713at7147	Leucine-rich repeat
11757at7147	Complete	CM034721.1:20126330-20123534	20126330	20123534	-	916.0	474	https://www.orthodb.org/v10?query=11757at7147	mucolipin-3
11767at7147	Complete	CM034718.1:1425206-1422599	1425206	1422599	-	1124.8	579	https://www.orthodb.org/v10?query=11767at7147	solute carrier family 12 member 8
11794at7147	Complete	CM034719.1:4433323-4437281	4433323	4437281	+	1487.6	704	https://www.orthodb.org/v10?query=11794at7147	alpha,alpha-trehalose-phosphate synthase 
11809at7147	Complete	CM034721.1:12470287-12472654	12470287	12472654	+	959.0	530	https://www.orthodb.org/v10?query=11809at7147	72 kDa inositol polyphosphate 5-phosphatase
11832at7147	Complete	CM034721.1:11092006-11089741	11092006	11089741	-	1096.7	571	https://www.orthodb.org/v10?query=11832at7147	ATP-dependent RNA helicase DDX42
11854at7147	Complete	CM034722.1:6267857-6261019	6267857	6261019	-	962.8	530	https://www.orthodb.org/v10?query=11854at7147	Zinc finger C2H2-type
11870at7147	Complete	CM034722.1:13304953-13301186	13304953	13301186	-	749.7	648	https://www.orthodb.org/v10?query=11870at7147	conserved oligomeric Golgi complex subunit 1
11891at7147	Complete	CM034718.1:9085864-9088508	9085864	9088508	+	673.4	543	https://www.orthodb.org/v10?query=11891at7147	Anaphase-promoting complex subunit 4
11909at7147	Complete	CM034719.1:10093448-10096775	10093448	10096775	+	736.3	394	https://www.orthodb.org/v10?query=11909at7147	Serine/threonine-protein kinase MAK
11914at7147	Complete	CM034722.1:31593018-31595953	31593018	31595953	+	1261.3	603	https://www.orthodb.org/v10?query=11914at7147	Disintegrin domain
11923at7147	Complete	CM034722.1:19587079-19584106	19587079	19584106	-	1081.8	696	https://www.orthodb.org/v10?query=11923at7147	Vacuolar sorting protein 39/Transforming growth factor beta receptor-associated domain 1
11951at7147	Complete	CM034721.1:20169721-20173547	20169721	20173547	+	820.2	654	https://www.orthodb.org/v10?query=11951at7147	Sterol regulatory element-binding protein 1
11987at7147	Complete	CM034718.1:15424265-15429287	15424265	15429287	+	1388.6	838	https://www.orthodb.org/v10?query=11987at7147	Histone deacetylase
12017at7147	Complete	CM034720.1:7579573-7582846	7579573	7582846	+	1298.3	599	https://www.orthodb.org/v10?query=12017at7147	Putative pre-mRNA-splicing factor ATP-dependent RNA helicase DHX15
12063at7147	Complete	CM034720.1:16061588-16058766	16061588	16058766	-	1350.4	642	https://www.orthodb.org/v10?query=12063at7147	Glycerol-3-phosphate dehydrogenase
12067at7147	Complete	CM034721.1:9453160-9449299	9453160	9449299	-	692.7	351	https://www.orthodb.org/v10?query=12067at7147	Kinesin motor domain
12095at7147	Complete	CM034722.1:11781461-11783833	11781461	11783833	+	1167.3	605	https://www.orthodb.org/v10?query=12095at7147	DNA helicase
12102at7147	Complete	CM034722.1:8664799-8667744	8664799	8667744	+	1026.9	661	https://www.orthodb.org/v10?query=12102at7147	transmembrane protein 245 isoform X1
12185at7147	Complete	CM034721.1:14332030-14336002	14332030	14336002	+	1177.6	833	https://www.orthodb.org/v10?query=12185at7147	Peroxisome biogenesis factor 1
12192at7147	Fragmented	CM034719.1:1262106-1263819	1262106	1263819	+	880.9	462	https://www.orthodb.org/v10?query=12192at7147	Rab-GTPase-TBC domain
12214at7147	Complete	CM034722.1:24737164-24705682	24737164	24705682	-	377.8	333	https://www.orthodb.org/v10?query=12214at7147	Segmentation protein cap'n'collar
12250at7147	Complete	CM034719.1:10637900-10635731	10637900	10635731	-	916.1	547	https://www.orthodb.org/v10?query=12250at7147	conserved oligomeric Golgi complex subunit 4
